column1,upload,latency,server_id,upload_bytes,packet_loss,download,jitter,download_bytes
2022-08-08,43.212925323459,139.71693333333332,14316.0,68630052.13333334,0.0,57.983603416028,4.584933333333334,76147388.66666667
2022-08-09,44.01472788762538,139.81186411149824,14316.0,70719782.42857143,0.011441829268292684,58.11716350388162,4.615857142857143,76510489.91986063
2022-08-10,27.72101665318967,154.16998263888888,14316.0,43996653.25694445,0.04026941666666667,52.24988026571849,4.777395833333333,69197418.75
2022-08-11,34.48040996623629,141.55091637630662,14316.0,55851555.84320558,0.02964332055749129,57.75422677716648,4.2687874564459936,75945652.09756097
2022-08-12,36.01716003243017,146.34061805555555,14316.0,58444459.20486111,0.02238309375,57.01414299625521,1.9148368055555554,75326858.47916667
2022-08-13,44.825860393413436,139.70886458333334,14316.0,71862630.65972222,0.008203461805555555,60.50800867438707,2.1265555555555555,79496803.7361111
2022-08-14,44.357010387749796,139.42520486111113,14316.0,70628321.24652778,0.007055319444444444,58.93216291216523,2.389361111111111,77808819.53472222
2022-08-15,34.82871995442788,139.3277326388889,14316.0,55933076.003472224,0.016488548611111112,59.26977574728159,2.5671180555555555,78333879.82291667
2022-08-16,41.96480304209976,140.36551388888887,14316.0,67668723.32291667,0.017706885416666665,60.1442730821912,4.666475694444444,79152142.64930555
2022-08-17,35.85331684096547,139.78973958333333,14316.0,57951103.69444445,0.01873382986111111,62.950403504894844,1.7149583333333334,82713784.86805555
2022-08-18,33.54356632754528,139.08558680555555,14316.0,54172251.635416664,0.028201934027777778,62.44356019826034,2.2549791666666668,81980092.96180555
2022-08-19,34.03533289002158,139.3864722222222,14316.0,55661715.135416664,0.01750903125,61.59044524949453,1.7829131944444445,80805087.14930555
2022-08-20,43.92914459133368,138.96777777777777,14316.0,71285570.17708333,0.008179784722222222,58.12188200953395,1.9907673611111112,75818183.80902778
2022-08-21,44.55344741429269,139.08875,14316.0,71548915.37847222,0.017512944444444442,58.9687552654792,2.1166388888888887,76693101.28472222
2022-08-22,33.03000567339618,139.27934843205577,14316.0,53084554.860627174,0.02352120557491289,59.22100428334174,1.9241184668989546,77290271.92334495
2022-08-23,44.47206932023575,138.84622569444446,14316.0,71322708.66319445,0.009348854166666667,59.078335921481795,1.9661111111111111,76963004.7013889
2022-08-24,33.07970222326329,139.57088153310104,14316.0,53429952.24041812,0.03893904529616725,58.813935919372405,2.411665505226481,76584865.90592335
2022-08-25,32.187199503877395,139.06544444444444,14316.0,51009049.395833336,0.02114380902777778,58.116854794538995,2.235732638888889,75630310.90625
2022-08-26,33.69720962718694,142.86646875,14316.0,55021522.91319445,0.04568146527777778,57.12449684375733,2.339746527777778,74142557.71527778
2022-08-27,44.30301284130915,138.84544097222224,14316.0,71036086.17708333,0.009325340277777778,58.66167820964881,1.6428923611111113,76179472.0798611
2022-08-28,44.201890667720846,139.72733333333335,14316.0,69665980.02430555,0.009321388888888888,56.70155134484234,2.800454861111111,74105913.61458333
2022-08-29,31.161469943582816,139.54643055555556,14316.0,50835632.48263889,0.03779391666666667,58.396073644345975,2.362034722222222,76038728.5173611
2022-08-30,41.6600337458021,138.85419444444446,14316.0,66798870.840277776,0.014037413194444444,58.620827170431376,2.4908368055555554,76233052.94097222
2022-08-31,38.054629387751675,139.8229756097561,14316.0,60669301.891986065,0.012917010452961673,57.58738025565944,2.5206933797909405,74867490.69686411
2022-09-01,41.243731807492914,139.32441666666668,14316.0,66500643.447916664,0.011834444444444444,58.52929326550028,2.8264375,76107068.99652778
2022-09-02,43.754487262275575,140.0694340277778,14316.0,69972758.05902778,0.012965406249999999,56.844860178610276,2.6891979166666666,74183638.1736111
2022-09-03,43.251894906185726,140.05625347222224,14316.0,69771371.875,0.009368899305555555,58.29083101465666,2.5323263888888885,75709533.80208333
2022-09-04,40.134730182323594,139.1951388888889,14316.0,63154859.79513889,0.008171944444444445,57.93422975449635,2.7020208333333335,75292438.31597222
2022-09-05,43.7331118178216,139.69820800000002,14316.0,70606992.056,0.013760963999999999,62.52957137721702,3.78442,85918728.196
2022-09-06,44.66005853569402,139.7906120996441,14316.0,71152295.87900355,0.008387957295373664,64.01187220273148,2.978932384341637,87997517.08540925
2022-09-07,44.49527801929861,139.41105208333335,14316.0,70347370.03472222,0.0107785625,64.14449460689714,2.980048611111111,88261312.73958333
2022-09-08,44.17490745566585,139.62265714285712,14316.0,70204778.45714286,0.0,63.68969987082371,2.8935142857142857,87936825.37142856
